loja_id,ano_mes,receita,teve_campanha
7,2024-12,21423.5,1
7,2025-01,15939.05,0
7,2025-02,22543.2,1
7,2025-03,18251.88,0
7,2025-04,17980.82,1
7,2025-05,15727.37,1
7,2025-06,13672.65,0
7,2025-07,18868.41,1
7,2025-08,17475.54,0
7,2025-09,18191.17,1
7,2025-10,17205.24,0
7,2025-11,19377.96,0
7,2025-12,20367.22,0
8,2023-01,9356.38,0
8,2023-02,10071.85,0
8,2023-03,9040.25,0
8,2023-04,8085.84,0
8,2023-05,7338.88,0
8,2023-06,7839.08,0
8,2023-07,7908.62,1
8,2023-08,9570.43,0
8,2023-09,8930.32,0
8,2023-10,9760.75,0
8,2023-11,10833.17,0
8,2023-12,13657.04,1
8,2024-01,10275.55,0
8,2024-02,10818.36,0
8,2024-03,10001.37,0
8,2024-04,9479.57,0
8,2024-05,7899.9,0
8,2024-06,9322.83,1
8,2024-07,7421.72,0
8,2024-08,6888.67,0
8,2024-09,8054.83,0
8,2024-10,11371.91,1
8,2024-11,11686.01,0
8,2024-12,11409.68,0
8,2025-01,11431.92,0
8,2025-02,11295.22,0
8,2025-03,10428.64,0
8,2025-04,10064.33,0
8,2025-05,9082.82,1
8,2025-06,8346.33,0
8,2025-07,9187.76,0
8,2025-08,10125.33,1
8,2025-09,10621.8,0
8,2025-10,10212.81,0
8,2025-11,12266.65,0
8,2025-12,12741.44,0
9,2023-01,6391.77,0
9,2023-02,7200.16,0
9,2023-03,6622.82,0
9,2023-04,6367.99,0
9,2023-05,5585.67,0
9,2023-06,6393.3,0
9,2023-07,6115.59,0
9,2023-08,6709.8,1
9,2023-09,6418.03,0
9,2023-10,6289.99,0
9,2023-11,7555.23,0
9,2023-12,8727.85,1
9,2024-01,9269.4,0
9,2024-02,7687.83,0
9,2024-03,7431.24,0
9,2024-04,5960.6,0
9,2024-05,6159.42,0
9,2024-06,5039.67,1
9,2024-07,6172.72,0
9,2024-08,5595.79,0
9,2024-09,5991.87,0
9,2024-10,7155.37,0
9,2024-11,8290.63,0
10,2023-01,8895.72,0
10,2023-02,7927.11,0
10,2023-03,9337.95,1
10,2023-04,6846.96,0
10,2023-05,7457.6,1
10,2023-06,6116.34,0
10,2023-07,6637.4,0
10,2023-08,6945.96,0
10,2023-09,7806.11,0
10,2023-10,10224.94,0
10,2023-11,8316.05,0
10,2023-12,11789.06,1
10,2024-01,7432.81,0
10,2024-02,8190.11,0
10,2024-03,8524.47,0
10,2024-04,8478.0,1
10,2024-05,7364.51,0
10,2024-06,6575.17,0
10,2024-07,6828.29,0
10,2024-08,7285.33,0
10,2024-09,8088.46,0
10,2024-10,8944.31,0
10,2024-11,9445.75,0
10,2024-12,9631.13,0
10,2025-01,9692.84,0
10,2025-02,9631.92,0
10,2025-03,8946.36,0
10,2025-04,7587.37,0
10,2025-05,7650.89,1
10,2025-06,6130.36,0
10,2025-07,9169.17,1
10,2025-08,7732.19,1
10,2025-09,7877.36,0
10,2025-10,9827.89,0
10,2025-11,8839.78,0
10,2025-12,8893.56,0
11,2023-01,13493.27,1
11,2023-02,14564.31,1
11,2023-03,12507.31,1
11,2023-04,11990.86,0
11,2023-05,9941.79,0
11,2023-06,8110.16,0
11,2023-07,9245.05,0
11,2023-08,8524.24,0
11,2023-09,11256.99,0
11,2023-10,11413.66,0
11,2023-11,13295.49,0
11,2023-12,14963.5,0
11,2024-01,14859.96,0
11,2024-02,12482.73,0
11,2024-03,12484.84,0
11,2024-04,10414.3,0
11,2024-05,10037.07,0
11,2024-06,8313.39,0
11,2024-07,8987.72,0
11,2024-08,10730.9,0
11,2024-09,9699.69,0
11,2024-10,12502.8,0
11,2024-11,13537.67,0
11,2024-12,14528.68,0
11,2025-01,12128.08,0
11,2025-02,11432.68,0
11,2025-03,14816.94,1
11,2025-04,11358.75,0
11,2025-05,10049.24,0
11,2025-06,8660.16,0
11,2025-07,10874.73,1
11,2025-08,10959.0,1
11,2025-09,12660.14,0
11,2025-10,11589.97,0
11,2025-11,13683.1,0
11,2025-12,17258.42,1
12,2023-01,10011.67,0
12,2023-02,8805.77,0
12,2023-03,8907.27,0
12,2023-04,8252.44,0
12,2023-05,7221.21,0
12,2023-06,7092.35,0
12,2023-07,7646.01,1
12,2023-08,9064.92,1
12,2023-09,9085.42,1
12,2023-10,7971.12,0
12,2023-11,10048.7,0
12,2023-12,9194.8,0
12,2024-01,11019.5,0
12,2024-02,9890.31,0
12,2024-03,8411.86,1
12,2024-04,8675.84,0
12,2024-05,7651.67,0
12,2024-06,7579.12,0
12,2024-07,8173.99,1
12,2024-08,9553.69,1
12,2024-09,8077.1,0
12,2024-10,10088.23,0
12,2024-11,11604.48,1
12,2024-12,10170.59,1
12,2025-01,8984.38,0
12,2025-02,9770.6,0
12,2025-03,8687.59,0
12,2025-04,7168.21,0
13,2023-01,12086.31,0
13,2023-02,12644.79,0
13,2023-03,12437.08,1
13,2023-04,14413.69,1
13,2023-05,9487.81,0
13,2023-06,11760.09,1
13,2023-07,11003.53,0
13,2023-08,9979.5,0
13,2023-09,10901.56,0
13,2023-10,13546.48,1
13,2023-11,14971.39,1
13,2023-12,15285.93,1
13,2024-01,14228.92,1
13,2024-02,13796.46,0
13,2024-03,12080.78,0
13,2024-04,13523.14,0
13,2024-05,11280.66,0
13,2024-06,9763.72,0
13,2024-07,10673.14,0
13,2024-08,12734.85,1
13,2024-09,13021.52,0
13,2024-10,11334.91,0
13,2024-11,12749.09,0
13,2024-12,13725.29,0
13,2025-01,14653.2,0
13,2025-02,10130.35,0
13,2025-03,12115.61,0
13,2025-04,14730.49,1
13,2025-05,9973.77,0
13,2025-06,10709.03,0
13,2025-07,10913.9,0
13,2025-08,13162.32,1
13,2025-09,14818.95,1
13,2025-10,14872.22,0
13,2025-11,18607.48,1
13,2025-12,14906.93,0
14,2023-01,15360.94,0
14,2023-02,16292.27,0
14,2023-03,15095.54,0
14,2023-04,14237.08,0
14,2023-05,12160.92,1
14,2023-06,12526.22,0
14,2023-07,10688.29,0
14,2023-08,14649.9,1
14,2023-09,13633.84,0
14,2023-10,19031.99,1
14,2023-11,16516.15,1
14,2023-12,17550.16,0
14,2024-01,17812.17,0
14,2024-02,16038.83,0
14,2024-03,15537.61,0
14,2024-04,13459.07,0
14,2024-05,14605.98,1
14,2024-06,14261.52,1
14,2024-07,12016.67,0
14,2024-08,13264.61,0
14,2024-09,13822.09,1
14,2024-10,14006.01,0
14,2024-11,18895.58,1
14,2024-12,16321.71,0
14,2025-01,19915.82,1
14,2025-02,18822.32,0
14,2025-03,17699.64,0
14,2025-04,16094.6,1
15,2023-01,24540.25,1
15,2023-02,20839.0,0
15,2023-03,24287.46,0
15,2023-04,23513.31,1
15,2023-05,17769.68,0
15,2023-06,17419.91,0
15,2023-07,17241.63,0
15,2023-08,21875.44,1
15,2023-09,20599.45,0
15,2023-10,26876.72,1
15,2023-11,28946.55,1
15,2023-12,26266.1,1
15,2024-01,25936.3,0
15,2024-02,29828.05,1
15,2024-03,23343.93,0
15,2024-04,21131.54,0
15,2024-05,17775.37,0
15,2024-06,17057.41,0
15,2024-07,18366.26,0
15,2024-08,18651.47,0
15,2024-09,23328.83,0
15,2024-10,23434.53,0
15,2024-11,24153.33,0
15,2024-12,28707.53,0
15,2025-01,27022.46,1
15,2025-02,28300.46,1
15,2025-03,22409.23,0
15,2025-04,25566.07,0
15,2025-05,19739.74,0
15,2025-06,17618.67,0
15,2025-07,19268.47,0
15,2025-08,20231.61,0
16,2023-01,14374.91,0
16,2023-02,15782.38,0
16,2023-03,14246.46,0
16,2023-04,12670.29,0
16,2023-05,10705.22,0
16,2023-06,12549.15,0
16,2023-07,12807.1,1
16,2023-08,11330.69,0
16,2023-09,15911.34,1
16,2023-10,14506.1,0
16,2023-11,18636.23,1
16,2023-12,16571.73,0
16,2024-01,18795.74,0
16,2024-02,14059.9,0
16,2024-03,15247.71,1
16,2024-04,16065.12,0
16,2024-05,11883.47,0
16,2024-06,10440.68,0
16,2024-07,12163.03,0
16,2024-08,13521.75,0
16,2024-09,13554.72,0
17,2023-01,13358.32,0
17,2023-02,13953.51,0
17,2023-03,13674.66,1
17,2023-04,14788.28,0
17,2023-05,10222.48,0
17,2023-06,10753.34,0
17,2023-07,13347.77,1
17,2023-08,10991.46,0
17,2023-09,13868.66,0
17,2023-10,15645.81,1
17,2023-11,16312.44,0
17,2023-12,16124.45,0
17,2024-01,16247.2,0
17,2024-02,17096.38,0
17,2024-03,13265.97,0
17,2024-04,13692.56,0
17,2024-05,14682.51,1
17,2024-06,10624.06,0
17,2024-07,11733.94,1
17,2024-08,12508.65,0
17,2024-09,11704.95,0
17,2024-10,17672.93,1
17,2024-11,17497.98,0
17,2024-12,15345.47,0
17,2025-01,18373.16,0
17,2025-02,18087.47,0
17,2025-03,17612.05,1
17,2025-04,17254.97,1
17,2025-05,12533.07,0
17,2025-06,11786.94,0
17,2025-07,12371.05,0
17,2025-08,13721.98,1
17,2025-09,13995.11,0
17,2025-10,16161.74,0
17,2025-11,19669.33,1
17,2025-12,20921.81,1
18,2023-01,13415.06,0
18,2023-02,19075.69,0
18,2023-03,13254.97,0
18,2023-04,13767.17,0
18,2023-05,13825.71,1
18,2023-06,10972.52,0
18,2023-07,13724.52,1
18,2023-08,13022.47,1
18,2023-09,15418.92,1
18,2023-10,17613.65,0
18,2023-11,17634.23,1
18,2023-12,19094.11,1
18,2024-01,15443.72,0
18,2024-02,17049.49,0
18,2024-03,14086.54,0
18,2024-04,14038.77,0
18,2024-05,15304.54,1
18,2024-06,13300.1,1
18,2024-07,12845.34,0
18,2024-08,13507.35,0
18,2024-09,15652.55,0
19,2023-01,5999.66,1
19,2023-02,6063.29,1
19,2023-03,4457.92,0
19,2023-04,3734.35,0
19,2023-05,3332.52,0
20,2023-01,15740.57,0
20,2023-02,16797.59,0
20,2023-03,16189.99,0
20,2023-04,13775.36,0
20,2023-05,11039.12,0
20,2023-06,13660.19,1
20,2023-07,12609.92,0
20,2023-08,13963.5,0
20,2023-09,17161.22,0
20,2023-10,14451.14,0
20,2023-11,19193.06,0
20,2023-12,19770.01,0
20,2024-01,20669.73,1
20,2024-02,20837.06,1
20,2024-03,16480.89,0
20,2024-04,15961.12,0
20,2024-05,13115.31,0
20,2024-06,12444.96,0
20,2024-07,12995.74,1
20,2024-08,15103.58,0
20,2024-09,15321.01,0
20,2024-10,15456.73,0
20,2024-11,17566.48,0
20,2024-12,20640.34,0
20,2025-01,19951.48,0
20,2025-02,17447.53,0
20,2025-03,21784.17,1
20,2025-04,15880.92,0
20,2025-05,15289.35,0
20,2025-06,14273.0,0
20,2025-07,15665.55,1
20,2025-08,15782.67,0
20,2025-09,18359.51,0
20,2025-10,20208.25,1
20,2025-11,21071.61,0
20,2025-12,19480.74,0
21,2023-01,13918.63,1
21,2023-02,9702.53,0
21,2023-03,11355.37,0
21,2023-04,7935.63,0
21,2023-05,7894.7,0
21,2023-06,8069.62,0
21,2023-07,8671.84,0
21,2023-08,9537.85,0
21,2023-09,10368.62,0
21,2023-10,8835.76,0
21,2023-11,12713.36,1
21,2023-12,10702.77,0
21,2024-01,12256.96,0
21,2024-02,13271.35,1
21,2024-03,10344.72,0
21,2024-04,8831.37,0
21,2024-05,7759.42,0
21,2024-06,7689.57,0
21,2024-07,7766.24,0
21,2024-08,9922.46,1
21,2024-09,10517.86,0
21,2024-10,10778.65,0
21,2024-11,10415.71,0
21,2024-12,10754.64,0
21,2025-01,14056.79,1
21,2025-02,13157.39,0
21,2025-03,10640.7,0
21,2025-04,10212.24,1
21,2025-05,8187.78,0
21,2025-06,8948.99,0
21,2025-07,9732.84,0
21,2025-08,9003.32,0
21,2025-09,9714.78,0
21,2025-10,9902.85,0
21,2025-11,13519.64,1
21,2025-12,14821.99,1
22,2023-01,25482.4,0
22,2023-02,29604.54,1
22,2023-03,25061.45,0
22,2023-04,23034.04,0
22,2023-05,18563.23,0
22,2023-06,18073.01,0
22,2023-07,19873.06,0
22,2023-08,22288.2,0
22,2023-09,27200.88,0
22,2023-10,23209.13,0
22,2023-11,31366.06,1
22,2023-12,31921.37,1
22,2024-01,27411.43,0
22,2024-02,33313.62,1
22,2024-03,29551.75,1
22,2024-04,24158.28,0
22,2024-05,19240.68,0
22,2024-06,19798.32,0
22,2024-07,20744.03,0
23,2023-01,19176.62,1
23,2023-02,19370.11,0
23,2023-03,16409.64,1
23,2023-04,10943.41,0
23,2023-05,12715.82,0
23,2023-06,12617.68,0
23,2023-07,12351.11,0
23,2023-08,10107.06,0
23,2023-09,14796.02,0
23,2023-10,16589.12,0
23,2023-11,15352.23,0
23,2023-12,16783.96,0
23,2024-01,19727.28,1
23,2024-02,16188.72,0
23,2024-03,15209.76,0
23,2024-04,14712.6,0
23,2024-05,12583.24,0
23,2024-06,11137.41,0
23,2024-07,13814.23,0
23,2024-08,12608.88,0
23,2024-09,16661.5,1
23,2024-10,15963.77,0
23,2024-11,16220.38,0
23,2024-12,22271.41,1
23,2025-01,19642.03,0
23,2025-02,17171.41,0
23,2025-03,16421.64,0
23,2025-04,16963.81,1
23,2025-05,12607.34,0
23,2025-06,12211.28,0
23,2025-07,13417.64,0
23,2025-08,12999.94,0
23,2025-09,15750.98,0
23,2025-10,14174.71,0
23,2025-11,18021.44,0
23,2025-12,19837.95,0
24,2023-01,22901.54,1
24,2023-02,23550.79,1
24,2023-03,16273.36,0
24,2023-04,16215.89,0
24,2023-05,16175.37,0
24,2023-06,14758.1,0
24,2023-07,15581.15,0
24,2023-08,14160.43,0
24,2023-09,17301.59,0
24,2023-10,18589.29,0
24,2023-11,20518.37,0
24,2023-12,19793.79,0
24,2024-01,23270.38,0
24,2024-02,21286.55,0
24,2024-03,20462.13,0
24,2024-04,17492.57,0
24,2024-05,16669.29,1
24,2024-06,15852.43,0
24,2024-07,16939.06,0
24,2024-08,16751.49,0
24,2024-09,18683.72,1
24,2024-10,18888.85,0
24,2024-11,23942.96,1
24,2024-12,27664.63,1
24,2025-01,25218.83,0
24,2025-02,22027.37,1
24,2025-03,20141.37,0
24,2025-04,19073.3,1
24,2025-05,14798.3,0
24,2025-06,16529.9,0
24,2025-07,16206.67,0
24,2025-08,17401.96,0
24,2025-09,18568.95,0
24,2025-10,21194.29,0
24,2025-11,25452.47,1
24,2025-12,27601.61,1
25,2023-01,15298.74,0
25,2023-02,18803.05,1
25,2023-03,15397.43,0
25,2023-04,13632.88,0
25,2023-05,13759.86,1
25,2023-06,11657.67,0
25,2023-07,11831.94,0
25,2023-08,14296.35,1
25,2023-09,13813.65,1
25,2023-10,18240.3,0
25,2023-11,17998.87,0
25,2023-12,19701.21,0
25,2024-01,20165.41,1
25,2024-02,15605.82,0
25,2024-03,15818.18,0
25,2024-04,14838.58,0
25,2024-05,13309.35,1
25,2024-06,13566.41,0
25,2024-07,12050.39,0
25,2024-08,14095.63,0
25,2024-09,16352.68,0
25,2024-10,16477.45,0
25,2024-11,19355.8,0
25,2024-12,17820.49,1
25,2025-01,16347.51,0
25,2025-02,16050.24,0
25,2025-03,13259.58,0
25,2025-04,14077.79,1
25,2025-05,14977.64,0
25,2025-06,14051.28,0
25,2025-07,12433.39,0
25,2025-08,16388.94,0
25,2025-09,14945.5,0
25,2025-10,19339.23,0
25,2025-11,20835.08,0
25,2025-12,17850.78,0
26,2023-01,10368.99,1
26,2023-02,9059.48,0
26,2023-03,7315.93,0
26,2023-04,6143.85,1
26,2023-05,6919.87,0
26,2023-06,5812.35,0
26,2023-07,6253.28,0
27,2023-01,20588.01,0
27,2023-02,20321.54,0
27,2023-03,17519.19,0
27,2023-04,16810.31,0
27,2023-05,18642.8,1
27,2023-06,12301.18,0
27,2023-07,13098.49,0
27,2023-08,14298.13,0
27,2023-09,16624.01,0
27,2023-10,20270.19,0
27,2023-11,22236.48,0
27,2023-12,23512.28,1
27,2024-01,20926.8,0
27,2024-02,22618.12,0
27,2024-03,19192.22,0
27,2024-04,16724.45,0
27,2024-05,17051.95,0
27,2024-06,16191.31,0
27,2024-07,15945.88,0
27,2024-08,15759.97,0
27,2024-09,18754.79,1
27,2024-10,18550.24,0
27,2024-11,22447.85,1
27,2024-12,23138.53,1
27,2025-01,21291.44,0
27,2025-02,21258.77,0
27,2025-03,22288.33,1
27,2025-04,16396.42,0
27,2025-05,16952.64,0
27,2025-06,16038.81,0
27,2025-07,17928.54,1
27,2025-08,16420.81,0
27,2025-09,17286.17,0
27,2025-10,21807.41,0
27,2025-11,22578.68,0
27,2025-12,23934.8,0
28,2023-01,16100.48,0
28,2023-02,15274.89,0
28,2023-03,17943.01,1
28,2023-04,16417.84,0
28,2023-05,13652.41,1
28,2023-06,12111.6,0
28,2023-07,12056.13,0
28,2023-08,12111.15,0
28,2023-09,13755.09,0
28,2023-10,18216.48,0
28,2023-11,15922.67,0
28,2023-12,17632.57,0
28,2024-01,18552.98,1
28,2024-02,18649.75,1
28,2024-03,14639.75,0
28,2024-04,13597.35,0
28,2024-05,12949.5,1
29,2023-01,17017.06,1
29,2023-02,15710.39,1
29,2023-03,13949.51,0
29,2023-04,13645.24,1
29,2023-05,11904.32,1
29,2023-06,9981.24,0
29,2023-07,10973.75,0
29,2023-08,14518.66,1
29,2023-09,13797.41,1
29,2023-10,12116.68,0
29,2023-11,17379.12,1
29,2023-12,17363.94,0
29,2024-01,16481.59,0
29,2024-02,15297.15,1
29,2024-03,14171.6,0
29,2024-04,15320.64,1
29,2024-05,12793.23,1
29,2024-06,10838.05,0
29,2024-07,12341.2,1
29,2024-08,12085.72,0
29,2024-09,12249.17,0
29,2024-10,15081.12,0
29,2024-11,16285.12,0
29,2024-12,18969.97,1
30,2023-01,12165.58,0
30,2023-02,10582.52,0
30,2023-03,10629.32,0
30,2023-04,11335.0,0
30,2023-05,10425.28,1
30,2023-06,8199.6,0
30,2023-07,10430.98,1
30,2023-08,12179.96,1
30,2023-09,10742.93,0
30,2023-10,11342.19,0
30,2023-11,13657.52,0
30,2023-12,12327.23,0
30,2024-01,13811.78,0
30,2024-02,11699.91,0
30,2024-03,10994.11,0
30,2024-04,11017.6,0
30,2024-05,10539.53,0
30,2024-06,9101.09,0
30,2024-07,11444.14,1
30,2024-08,10240.77,0
30,2024-09,10244.52,0
30,2024-10,11639.98,0
30,2024-11,15096.35,1
30,2024-12,14907.59,0
30,2025-01,14465.64,0
30,2025-02,13867.65,0
30,2025-03,11908.32,1
30,2025-04,12859.61,1
30,2025-05,10542.92,0
30,2025-06,9798.36,0
30,2025-07,10228.46,0
30,2025-08,8971.26,0
30,2025-09,10462.11,1
30,2025-10,12813.52,0
30,2025-11,13438.48,0
30,2025-12,13770.89,0
31,2023-01,26125.29,1
31,2023-02,21952.73,0
31,2023-03,23029.97,1
31,2023-04,19623.29,0
31,2023-05,16188.01,0
31,2023-06,18634.04,1
31,2023-07,15579.77,0
31,2023-08,14910.72,0
31,2023-09,18854.7,0
31,2023-10,23027.59,0
31,2023-11,21273.78,0
31,2023-12,27486.47,1
31,2024-01,25349.07,0
31,2024-02,26854.91,1
31,2024-03,19917.55,0
31,2024-04,18063.28,0
31,2024-05,19879.65,1
31,2024-06,17319.59,0
31,2024-07,20251.62,1
31,2024-08,21659.99,1
31,2024-09,24556.04,0
31,2024-10,24848.36,0
31,2024-11,23234.8,0
32,2023-01,9310.06,1
32,2023-02,6207.73,0
32,2023-03,5809.59,0
32,2023-04,6138.04,0
32,2023-05,5219.0,0
32,2023-06,4125.21,0
32,2023-07,6487.65,1
32,2023-08,5806.71,0
32,2023-09,6037.51,0
32,2023-10,6598.81,0
32,2023-11,7078.37,0
32,2023-12,6243.61,0
32,2024-01,6922.43,0
32,2024-02,6757.93,0
32,2024-03,7198.45,0
32,2024-04,5770.71,0
32,2024-05,5748.56,0
32,2024-06,5269.97,0
32,2024-07,5038.01,0
32,2024-08,5919.08,0
32,2024-09,6362.66,0
32,2024-10,7611.23,0
32,2024-11,8172.84,1
32,2024-12,7416.46,0
32,2025-01,8315.95,0
32,2025-02,7357.72,0
32,2025-03,7435.23,0
32,2025-04,6775.79,1
32,2025-05,6607.36,1
32,2025-06,5312.7,0
32,2025-07,5288.04,0
32,2025-08,4983.27,0
32,2025-09,7465.36,0
32,2025-10,7030.8,0
32,2025-11,8192.73,0
32,2025-12,8059.15,0
33,2023-01,19038.24,0
33,2023-02,14355.42,0
33,2023-03,15720.33,0
33,2023-04,16784.16,1
33,2023-05,13093.4,0
33,2023-06,11746.52,0
33,2023-07,10948.8,0
33,2023-08,12841.2,0
33,2023-09,12558.3,0
33,2023-10,17341.66,0
33,2023-11,18287.32,0
34,2023-01,20275.44,0
34,2023-02,16816.82,0
34,2023-03,17247.53,1
34,2023-04,16070.25,0
34,2023-05,16552.87,1
34,2023-06,13045.66,1
34,2023-07,13059.56,0
34,2023-08,16652.2,0
34,2023-09,17267.08,0
34,2023-10,17515.98,0
35,2023-01,6170.29,0
35,2023-02,6766.13,1
35,2023-03,5864.77,0
35,2023-04,4921.77,0
35,2023-05,5615.44,0
35,2023-06,5341.56,0
36,2023-01,10234.75,0
36,2023-02,12467.03,0
36,2023-03,9675.61,0
36,2023-04,9182.76,0
36,2023-05,9122.15,1
36,2023-06,7402.08,0
36,2023-07,7992.44,0
36,2023-08,8430.88,1
36,2023-09,10528.84,1
36,2023-10,10563.19,0
36,2023-11,13058.36,1
36,2023-12,10423.67,0
36,2024-01,10438.96,0
36,2024-02,11512.63,0
36,2024-03,9531.61,0
36,2024-04,10578.98,1
36,2024-05,9737.91,0
36,2024-06,7639.4,0
36,2024-07,8982.63,1
36,2024-08,9915.96,0
37,2023-01,12711.16,0
37,2023-02,14022.42,0
37,2023-03,15697.66,0
37,2023-04,13850.6,1
37,2023-05,11949.54,0
37,2023-06,10301.13,0
37,2023-07,9730.25,0
37,2023-08,10169.33,0
37,2023-09,14542.13,1
37,2023-10,16027.17,1
37,2023-11,19272.42,1
37,2023-12,15198.36,0
37,2024-01,17861.6,1
37,2024-02,14789.22,0
37,2024-03,14064.49,1
37,2024-04,12916.11,0
37,2024-05,12650.84,0
37,2024-06,11759.32,0
37,2024-07,10686.01,0
37,2024-08,14756.63,0
37,2024-09,14608.57,1
37,2024-10,17988.89,1
37,2024-11,17186.17,1
37,2024-12,17897.76,0
37,2025-01,17971.42,1
37,2025-02,15450.72,0
37,2025-03,15650.53,0
37,2025-04,15302.28,0
37,2025-05,11965.07,0
37,2025-06,11306.14,0
37,2025-07,11143.81,0
37,2025-08,13168.3,1
37,2025-09,14741.05,1
37,2025-10,14654.29,0
37,2025-11,17593.92,0
37,2025-12,17794.72,0
38,2023-01,15709.8,0
38,2023-02,16829.72,1
